"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","Meta Keyword 2","Meta Keywords 2 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.rcmp-grc.gc.ca/fam/m-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.615","","","","https://www.rcmp-grc.gc.ca/fam/m-fra.htm"
"https://www.rcmp-grc.gc.ca/fr/recherchees/ken-cuong-manh-nguyen","text/html; charset=utf-8","200","OK","Indexable","","Personnes recherché(e)s par la GRC :Ken Cuong Manh Nguyen | Gendarmerie royale du Canada","88","854","","0","0","","0","","0","Ken Cuong Manh Nguyen","21","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14358","343","14.629203","3","1","5","2","0.1","16","12","","","cd4acf2a9593ac98b0d78b51c2c0c67f","7.441","","","","https://www.rcmp-grc.gc.ca/fr/recherchees/ken-cuong-manh-nguyen"
"https://www.rcmp-grc.gc.ca/fr/covid-19","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","4","3","0.15","0","0","","","","3.607","","","","https://www.rcmp-grc.gc.ca/fr/covid-19"
"https://www.rcmp-grc.gc.ca/pubs/index-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","15","702","695","35.37","0","0","","","","3.538","","","","https://www.rcmp-grc.gc.ca/pubs/index-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/vac-acc-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","3","3","0.15","0","0","","","","3.6","","","","https://www.rcmp-grc.gc.ca/fam/vac-acc-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/o-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.603","","","","https://www.rcmp-grc.gc.ca/fam/o-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/c-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.608","","","","https://www.rcmp-grc.gc.ca/fam/c-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/dm-gi-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","4","4","0.2","0","0","","","","3.61","","","","https://www.rcmp-grc.gc.ca/fam/dm-gi-fra.htm"
"https://www.rcmp-grc.gc.ca/fr/lois-et-reglements","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","17","698","698","35.52","0","0","","","","3.626","","","","https://www.rcmp-grc.gc.ca/fr/lois-et-reglements"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/bureaux-des-relations-des-medias","text/html; charset=utf-8","200","OK","Indexable","","Bureaux des relations avec les médias | Gendarmerie royale du Canada","68","630","","0","0","","0","","0","Bureaux des relations avec les médias","37","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","16969","246","12.800804","3","5","9","6","0.31","15","11","","","2fc80dfe66148dac800313ac13392c6d","4.823","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/bureaux-des-relations-des-medias"
"https://www.rcmp-grc.gc.ca/fam/sosi-sbso-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","6","6","0.31","0","0","","","","3.617","","","","https://www.rcmp-grc.gc.ca/fam/sosi-sbso-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/emer-urge-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.611","","","","https://www.rcmp-grc.gc.ca/fam/emer-urge-fra.htm"
"https://www.rcmp-grc.gc.ca/fam/strat-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","4","4","0.2","0","0","","","","3.618","","","","https://www.rcmp-grc.gc.ca/fam/strat-fra.htm"
"https://www.rcmp-grc.gc.ca/en/firearms/classifying-and-re-classifying-firearms","text/html; charset=utf-8","200","OK","Indexable","","Classifying and re-classifying firearms | Royal Canadian Mounted Police","71","628","","0","0","","0","","0","Classifying and re-classifying firearms","39","","0","Language selection","18","Search and menus","16","","","","","","","","","13510","301","15.160264","3","1","8","4","0.2","24","18","","","f4f952254182cb389912a43924ebf109","6.512","","","","https://www.rcmp-grc.gc.ca/en/firearms/classifying-and-re-classifying-firearms"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/update-bay-st-george-rcmp-searches-missing-10-year-old-boy","text/html; charset=utf-8","200","OK","Indexable","","Update: Bay St. George RCMP searches for missing 10-year-old boy | Gendarmerie royale du Canada","95","903","","0","0","","0","","0","Update: Bay St. George RCMP searches for missing 10-year-old boy","64","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","13578","303","13.7074175","3","1","5","2","0.1","15","11","","","bd9e1c7828c7d1d1312ec41f988e0e6f","5.42","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/update-bay-st-george-rcmp-searches-missing-10-year-old-boy"
"https://www.rcmp-grc.gc.ca/technol/pki/new-nouveau-clients-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","3","2","0.1","0","0","","","","3.611","","","","https://www.rcmp-grc.gc.ca/technol/pki/new-nouveau-clients-eng.htm"
"https://www.rcmp-grc.gc.ca/technol/pki/glossary-glossaire-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.609","","","","https://www.rcmp-grc.gc.ca/technol/pki/glossary-glossaire-eng.htm"
"https://www.rcmp-grc.gc.ca/technol/pki/about-ausujet-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","6","2","0.1","0","0","","","","3.609","","","","https://www.rcmp-grc.gc.ca/technol/pki/about-ausujet-eng.htm"
"https://www.rcmp-grc.gc.ca/technol/pki/faq-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.608","","","","https://www.rcmp-grc.gc.ca/technol/pki/faq-eng.htm"
"https://www.rcmp-grc.gc.ca/technol/pki/cont-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.611","","","","https://www.rcmp-grc.gc.ca/technol/pki/cont-eng.htm"
"https://www.rcmp-grc.gc.ca/fr/recherchees/savang-sychantha","text/html; charset=utf-8","200","OK","Indexable","","Personnes recherché(e)s par la GRC :Savang Sychantha | Gendarmerie royale du Canada","83","795","","0","0","","0","","0","Savang Sychantha","16","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14074","304","13.146644","3","1","5","2","0.1","16","12","","","78c977f76f7f99fc025bc4ba0a741809","7.742","","","","https://www.rcmp-grc.gc.ca/fr/recherchees/savang-sychantha"
"https://www.rcmp-grc.gc.ca/fam/paop-piap-fra.htm","text/html; charset=utf-8","200","OK","Indexable","","Administration des r�gimes de pension de la GRC - Gendarmerie royale du Canada","78","736","","0","0","","0","","0","Liens de la barre de menu commune","33","Liens institutionnels","21","Foire aux questions","19","","0","","","","","","","","","33465","2736","50.97875","3","1","16","3","0.15","33","18","","","3651fa66cd78d6aef5a2c8bfb4aad352","4.058","","","","https://www.rcmp-grc.gc.ca/fam/paop-piap-fra.htm"
"https://www.rcmp-grc.gc.ca/en/firearms/minors","text/html; charset=utf-8","200","OK","Indexable","","Minors | Royal Canadian Mounted Police","38","356","","0","0","","0","","0","Minors","6","","0","Language selection","18","Search and menus","16","","","","","","","","","15768","580","22.391373","3","1","12","7","0.36","30","24","","","5f5569529642a6cce0ea71cc4189a688","7.461","","","","https://www.rcmp-grc.gc.ca/en/firearms/minors"
"https://www.rcmp-grc.gc.ca/technol/pki/crypto-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","6","2","0.1","0","0","","","","3.622","","","","https://www.rcmp-grc.gc.ca/technol/pki/crypto-eng.htm"
"https://www.rcmp-grc.gc.ca/technol/pki/serv-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","2","0.1","0","0","","","","3.621","","","","https://www.rcmp-grc.gc.ca/technol/pki/serv-eng.htm"
"https://www.rcmp-grc.gc.ca/en/why-get-a-criminal-record-check","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","4","4","0.2","0","0","","","","3.535","","","","https://www.rcmp-grc.gc.ca/en/why-get-a-criminal-record-check"
"https://www.rcmp-grc.gc.ca/hr-rh/10-04-discharge-renvoi-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","3","3","0.15","0","0","","","","3.532","","","","https://www.rcmp-grc.gc.ca/hr-rh/10-04-discharge-renvoi-fra.htm"
"https://www.rcmp-grc.gc.ca/en/processing-times-and-fees","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","5","0.25","0","0","","","","3.608","","","","https://www.rcmp-grc.gc.ca/en/processing-times-and-fees"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/execution-dun-mandat-perquisition-a-watson-lake","text/html; charset=utf-8","200","OK","Indexable","","Exécution d’un mandat de perquisition à Watson Lake | Gendarmerie royale du Canada","82","762","","0","0","","0","","0","Exécution d’un mandat de perquisition à Watson Lake","51","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","13721","320","14.02287","3","1","5","2","0.1","15","11","","","17f746244e1c009bf20fd15e4ac4786f","5.916","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/execution-dun-mandat-perquisition-a-watson-lake"
"https://www.rcmp-grc.gc.ca/fr/le-carrousel","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","3","3","0.15","0","0","","","","3.6","","","","https://www.rcmp-grc.gc.ca/fr/le-carrousel"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/services-circulation-grc-du-manitoba-saisit-importante-quantite-cannabis","text/html; charset=utf-8","200","OK","Indexable","","Les Services de la circulation de la GRC du Manitoba saisit une importante quantité de cannabis | Gendarmerie royale du Canada","126","1135","","0","0","","0","","0","Les Services de la circulation de la GRC du Manitoba saisit une importante quantité de cannabis","95","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","15461","287","12.023346","3","1","5","2","0.1","19","15","","","15824fe1d7c3f07db323262c9163a2fd","4.906","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/services-circulation-grc-du-manitoba-saisit-importante-quantite-cannabis"
"https://www.rcmp-grc.gc.ca/about-ausujet/index-fra.htm","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.598","","","","https://www.rcmp-grc.gc.ca/about-ausujet/index-fra.htm"
"https://www.rcmp-grc.gc.ca/fr/avis-importants","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","2","0.1","0","0","","","","3.603","","","","https://www.rcmp-grc.gc.ca/fr/avis-importants"
"https://www.rcmp-grc.gc.ca/recruiting-recrutement/index-fra.htm","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.0","3","","3","3","0.15","0","0","","","","3.906","","http://www.rcmp-grc.gc.ca/fr/carrieres-la-grc","HTTP Redirect","https://www.rcmp-grc.gc.ca/recruiting-recrutement/index-fra.htm"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/collision-et-delit-fuite-sentier-transcanadien","text/html; charset=utf-8","200","OK","Indexable","","Collision et délit de fuite sur le Sentier transcanadien | Gendarmerie royale du Canada","87","752","","0","0","","0","","0","Collision et délit de fuite sur le Sentier transcanadien","56","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","13770","321","14.35875","3","1","5","2","0.1","15","11","","","e1abb3f1c3ef554c7d8f502babdb","5.652","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/collision-et-delit-fuite-sentier-transcanadien"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-thompson-effectue-arrestation-lien-a-enlevement-et-vehicule-vole","text/html; charset=utf-8","200","OK","Indexable","","La GRC de Thompson effectue une arrestation en lien à un enlèvement et un véhicule volé | Gendarmerie royale du Canada","118","1080","","0","0","","0","","0","La GRC de Thompson effectue une arrestation en lien à un enlèvement et un véhicule volé","87","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14164","324","14.704421","3","1","5","2","0.1","16","12","","","15f0b93d61933bec2cdc7a77e52068c4","7.635","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-thompson-effectue-arrestation-lien-a-enlevement-et-vehicule-vole"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-norway-house-recherche-adolescent-disparu","text/html; charset=utf-8","200","OK","Indexable","","Mise à Jour - La GRC de Norway House recherche un adolescent disparu | Gendarmerie royale du Canada","99","940","","0","0","","0","","0","Mise à Jour - La GRC de Norway House recherche un adolescent disparu","68","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14398","371","15.982435","3","1","5","2","0.1","16","12","","","4cb0a1c6c2a6e6ef02a28c44934fed49","7.643","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-norway-house-recherche-adolescent-disparu"
"https://www.rcmp-grc.gc.ca/en/home","text/html; charset=utf-8","200","OK","Indexable","","National Home Page | Royal Canadian Mounted Police","50","476","","0","0","","0","","0","","0","","0","Language selection","18","Search and menus","16","","","","","","","","","16038","170","7.3018646","3","3","75","35","1.78","40","26","","","64a0b89391405f0cf5b5b19bf6725d77","5.656","","","","https://www.rcmp-grc.gc.ca/en/home"
"https://www.rcmp-grc.gc.ca/en/firearms/non-residents","text/html; charset=utf-8","200","OK","Indexable","","Non-residents | Royal Canadian Mounted Police","45","418","","0","0","","0","","0","Non-residents","13","","0","Language selection","18","Search and menus","16","","","","","","","","","17885","795","26.990608","3","1","11","7","0.36","36","26","","","a1adb393ea5dba1b408c08995d6daa87","8.549","","","","https://www.rcmp-grc.gc.ca/en/firearms/non-residents"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-a-marys-harbour-sest-rendue-lieu-dun-incident-routier-impliquant-ambulance","text/html; charset=utf-8","200","OK","Indexable","","La GRC à Mary’s Harbour s’est rendue sur les lieu d’un incident routier impliquant une ambulance | Gendarmerie royale du Canada","127","1141","","0","0","","0","","0","La GRC à Mary’s Harbour s’est rendue sur les lieu d’un incident routier impliquant une ambulance","96","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14070","212","9.463317","3","1","5","2","0.1","16","12","","","2b356ed4498fa4be8de94f7ae95cd1a","7.009","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/grc-a-marys-harbour-sest-rendue-lieu-dun-incident-routier-impliquant-ambulance"
"https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/garde-cotiere-canadienne-a-mis-fin-a-ses-efforts-recherches-quatrieme-membre","text/html; charset=utf-8","200","OK","Indexable","","La Garde côtière canadienne a mis fin à ses efforts de recherches; le quatrième membre de l’équipage du Sarah Anne maintenant considéré comme porté disparu | Gendarmerie royale du Canada","186","1715","","0","0","","0","","0","La Garde côtière canadienne a mis fin à ses efforts de recherches; le quatrième membre de l’équipage du Sarah Anne maintenant considéré comme porté disparu","155","","0","Sélection de la langue","22","Recherche et menus","18","","","","","","","","","14302","323","14.129899","3","1","5","2","0.1","15","11","","","affb583419ba6e1b87e179fa4c859378","6.774","","","","https://www.rcmp-grc.gc.ca/fr/nouvelles/2020/garde-cotiere-canadienne-a-mis-fin-a-ses-efforts-recherches-quatrieme-membre"
"https://www.rcmp-grc.gc.ca/detach/en/d/162","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.646","","","","https://www.rcmp-grc.gc.ca/detach/en/d/162"
"https://www.rcmp-grc.gc.ca/detach/en/d/163","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.649","","","","https://www.rcmp-grc.gc.ca/detach/en/d/163"
"https://www.rcmp-grc.gc.ca/detach/en/d/166","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.657","","","","https://www.rcmp-grc.gc.ca/detach/en/d/166"
"https://www.rcmp-grc.gc.ca/detach/en/d/167","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.67","","","","https://www.rcmp-grc.gc.ca/detach/en/d/167"
"https://www.rcmp-grc.gc.ca/detach/en/d/202","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.66","","","","https://www.rcmp-grc.gc.ca/detach/en/d/202"
"https://www.rcmp-grc.gc.ca/detach/en/d/201","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","7","1","0.05","0","0","","","","3.613","","","","https://www.rcmp-grc.gc.ca/detach/en/d/201"
"https://www.rcmp-grc.gc.ca/detach/en/d/156","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","1","0.05","0","0","","","","3.615","","","","https://www.rcmp-grc.gc.ca/detach/en/d/156"
"https://www.rcmp-grc.gc.ca/detach/en/d/155","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.605","","","","https://www.rcmp-grc.gc.ca/detach/en/d/155"
"https://www.rcmp-grc.gc.ca/detach/en/d/158","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.612","","","","https://www.rcmp-grc.gc.ca/detach/en/d/158"
"https://www.rcmp-grc.gc.ca/detach/en/d/157","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.61","","","","https://www.rcmp-grc.gc.ca/detach/en/d/157"
"https://www.rcmp-grc.gc.ca/detach/en/d/259","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.604","","","","https://www.rcmp-grc.gc.ca/detach/en/d/259"
"https://www.rcmp-grc.gc.ca/detach/en/d/260","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","1","0.05","0","0","","","","3.606","","","","https://www.rcmp-grc.gc.ca/detach/en/d/260"
"https://www.rcmp-grc.gc.ca/detach/en/d/252","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.612","","","","https://www.rcmp-grc.gc.ca/detach/en/d/252"
"https://www.rcmp-grc.gc.ca/detach/en/d/248","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","1","0.05","0","0","","","","3.535","","","","https://www.rcmp-grc.gc.ca/detach/en/d/248"
"https://www.rcmp-grc.gc.ca/detach/en/d/247","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","1","0.05","0","0","","","","3.537","","","","https://www.rcmp-grc.gc.ca/detach/en/d/247"
"https://www.rcmp-grc.gc.ca/detach/en/d/242","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","1","0.05","0","0","","","","3.6","","","","https://www.rcmp-grc.gc.ca/detach/en/d/242"
"https://www.rcmp-grc.gc.ca/detach/en/d/244","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.594","","","","https://www.rcmp-grc.gc.ca/detach/en/d/244"
"https://www.rcmp-grc.gc.ca/detach/en/d/243","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.603","","","","https://www.rcmp-grc.gc.ca/detach/en/d/243"
"https://www.rcmp-grc.gc.ca/detach/en/d/245","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.601","","","","https://www.rcmp-grc.gc.ca/detach/en/d/245"
"https://www.rcmp-grc.gc.ca/detach/en/d/246","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","1","0.05","0","0","","","","3.604","","","","https://www.rcmp-grc.gc.ca/detach/en/d/246"
"https://www.rcmp-grc.gc.ca/detach/en/d/192","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.615","","","","https://www.rcmp-grc.gc.ca/detach/en/d/192"
"https://www.rcmp-grc.gc.ca/detach/en/d/190","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","5","1","0.05","0","0","","","","3.626","","","","https://www.rcmp-grc.gc.ca/detach/en/d/190"
"https://www.rcmp-grc.gc.ca/detach/en/d/194","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","3","1","0.05","0","0","","","","3.592","","","","https://www.rcmp-grc.gc.ca/detach/en/d/194"
"https://www.rcmp-grc.gc.ca/detach/en/d/193","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","2","1","0.05","0","0","","","","3.604","","","","https://www.rcmp-grc.gc.ca/detach/en/d/193"
"https://www.rcmp-grc.gc.ca/detach/en/d/237","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.606","","","","https://www.rcmp-grc.gc.ca/detach/en/d/237"
"https://www.rcmp-grc.gc.ca/detach/en/d/239","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","1","1","0.05","0","0","","","","3.614","","","","https://www.rcmp-grc.gc.ca/detach/en/d/239"
"https://www.rcmp-grc.gc.ca/detach/en/d/757","text/html; charset=utf-8","503","Backend fetch failed","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","","","","","","","","3872","0","0.0","3","1","4","1","0.05","0","0","","","","3.606","","","","https://www.rcmp-grc.gc.ca/detach/en/d/757"
