"Address","Content","Status Code","Status","Crawl Depth","Inlinks"
"https://www.facebook.com/Hudsonbayporcupineplainrcmp/","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/rcmpns","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/LMDRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.youtube.com/user/rcmpgrcsk","text/html; charset=utf-8","200","OK","2","0"
"https://twitter.com/MissionRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/rcmponionlake","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/rcmpns","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/BCRCMPTraffic","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/SookeRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/PR_RCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/BurnabyRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/rcmpnl","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.youtube.com/user/NBGRCRCMP","text/html; charset=utf-8","200","OK","2","0"
"https://twitter.com/FortStJohnRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/SaskatchewanRCMP","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/PG_RCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/RCMPPEI","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/bcrcmpnews","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/RCMPAlberta","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/KelownaRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/RCMPinAlberta","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/nvanrcmp","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/GravelbourgRCMP/","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/VanIslandRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.instagram.com/grc_rcmp_qc/","text/html; charset=utf-8","200","OK","2","0"
"https://www.facebook.com/VanderhoofRCMP","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/rcmpgrc","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/rcmpyorktoncity","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/WhiteRockRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/YukonRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/KimberleyRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/CranbrookRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.instagram.com/rcmpnl/","text/html; charset=utf-8","200","OK","2","0"
"https://twitter.com/CommrRCMPGRC","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/rcmppeitraffic","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/FtStJamesRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/kimberleyrcmp/","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.youtube.com/user/rcmpgrcnsne","text/html; charset=utf-8","200","OK","2","0"
"https://www.facebook.com/RCMPDepot","text/html; charset=""utf-8""","200","OK","2","0"
"http://www.ccsa.ca/eng/collaboration/ccendu/ccendu-drug-alerts-and-bulletins/pages/default.aspx","","307","HSTS Policy","2","0"
"https://www.canada.ca/en/government/publicservice/covid-19/mental-health-tips.htm","","301","Moved Permanently","2","0"
"https://twitter.com/langleyrcmp","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/NorthRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://open.canada.ca/en/search/ati?ati%5B0%5D=ati_organization_en%3ARoyal%20Canadian%20Mounted%20Police","text/html; charset=UTF-8","200","OK","2","0"
"https://www.canada.ca/en/services/health/campaigns/drug-prevention.html","text/html; charset=UTF-8","200","OK","2","0"
"https://twitter.com/SidneyRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://twitter.com/BCRCMPMedia","text/html;charset=utf-8","200","OK","2","0"
"https://www.canada.ca/en/government/publicservice/covid-19.html","text/html; charset=UTF-8","200","OK","2","0"
"https://twitter.com/RCMPNL","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/BigRiverRCMP/","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.canada.ca/en/public-health/services/diseases/coronavirus-disease-covid-19.html","text/html; charset=UTF-8","200","OK","2","0"
"https://www.antifraudcentre-centreantifraude.ca/features-vedette/2020/covid-19-eng.htm","text/html; charset=utf-8","200","OK","2","0"
"https://twitter.com/KitimatRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/RMRCMP","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/rcmpnb","text/html; charset=""utf-8""","200","OK","2","0"
"https://twitter.com/GoldenRCMP","text/html;charset=utf-8","200","OK","2","0"
"https://www.facebook.com/rcmpmb","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/rcmp.ontario","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/RCMPKaslo/","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/Port-McNeill-RCMP-497523903743083","text/html; charset=""utf-8""","200","OK","2","0"
"https://www.facebook.com/SurreyRCMP/","text/html; charset=""utf-8""","200","OK","2","0"
"https://wcms.pub.rcmp-grc.gc.ca/sites/default/files/styles/gazette_crop/public/cover-child.jpg?sc=73d21b2a960579062d270e9a30c40e85","text/html","401","Unauthorized","2","0"
"https://www.grc-rcmp.gc.ca/fr/nouvelles","","0","Connection Timeout","2","0"
"https://www.canada.ca/en/government/publicservice/covid-19/mental-health-tips.html","text/html; charset=UTF-8","200","OK","3","0"
"https://www.ccsa.ca/eng/collaboration/ccendu/ccendu-drug-alerts-and-bulletins/pages/default.aspx","text/html; charset=UTF-8","301","Moved Permanently","3","0"
"http://www.securitepublique.gc.ca/","","307","HSTS Policy","3","0"
"http://www.rcmp.gc.ca/sites/default/files/styles/clf2_carousel/public/features/2019-09-03/6-1179x600.jpg?sc=9c54f524a5f9534c418cd068f8aa3e9a","text/html","301","Moved Permanently","3","0"
"http://www.rcmp.gc.ca/sites/default/files/styles/clf2_carousel/public/features/2019-09-09/resilience-fe.jpg?sc=9c54f524a5f9534c418cd068f8aa3e9a","text/html","301","Moved Permanently","3","0"
"http://www.cpc-ccp.gc.ca/library-bibliotheque/index-eng.htm","text/html; charset=utf-8","503","Backend fetch failed","2","0"
"https://www.facebook.com/rcmpgrc/manager?tab=scheduled_posts#!/photo.php?fbid=10152488818868917&set=a.390936358916.172981.103926003916&type=1&theater","text/html; charset=""utf-8""","302","Found","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/P-21/index.html","text/html","200","OK","3","0"
