"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.drupal.com/get-started-with-drupal","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Get started with Drupal | Drupal.com","36","320","Get started with Drupal for business by matching your needs to the features and benefits Drupal has to offer.","109","672","","0","Get started with Drupal","23","","0","Mega Menu","9","Marketers & business leaders","28","","","","http://www.drupal.com/get-started-with-drupal","","","","","34427","706","14.011","2","","64","59","100.000","20","17","","","","","","","41acb838198f6ca424bae7e61edbd06b","0.165","Sun, 19 Jul 2020 03:00:46 GMT","","","https://www.drupal.com/get-started-with-drupal"
"https://www.drupal.com/feature/content-as-a-service","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Content as a Service | Drupal.com","33","301","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Content as a Service","20","","0","Mega Menu","9","Deliver Richer Digital Experiences","34","","","","http://www.drupal.com/feature/content-as-a-service","","","","","37624","722","13.172","2","","62","59","100.000","19","17","","","","","","","3eb18eb9b331a2f1eb2dc1ac197ec01c","0.194","Sun, 19 Jul 2020 03:02:00 GMT","","","https://www.drupal.com/feature/content-as-a-service"
"https://www.drupal.com/product/commerce","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal for Commerce | Drupal.com","32","307","Create compelling content-driven commerce experiences that engage audiences and help convert more browsers into buyers.","119","778","","0","Drupal for Commerce","19","Drupal for Commerce","19","Mega Menu","9","Real World Results","18","","","","http://www.drupal.com/product/commerce","","","","","48046","1106","16.079","2","","62","59","100.000","21","18","","","","","","","188091aab14c818e68ab680ec0d0b9f4","0.165","Sun, 19 Jul 2020 10:26:37 GMT","","","https://www.drupal.com/product/commerce"
"https://www.drupal.com/showcases","text/html; charset=UTF-8","200","OK","Indexable","","Who Uses Drupal? | Drupal.com","29","287","See what industries are using Drupal for enterprise experiences. We have Drupal examples in financial services, high tech, higher education and more.","149","935","","0","Who Uses Drupal?","16","","0","Mega Menu","9","","0","","","","","","","","","57645","405","5.511","2","100","63","59","100.000","53","47","","","","","","","b10e88c5906702be6cbfffe1a6838daa","0.164","Sun, 19 Jul 2020 02:09:45 GMT","","","https://www.drupal.com/showcases"
"https://www.drupal.com/case-study/economist-espresso-app-drupal","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","The Economist’s Espresso news app | Drupal.com","46","443","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","The Economist’s Espresso news app","33","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/economist-espresso-app-drupal","","","","","86090","2552","19.038","2","","97","59","100.000","51","46","","","","","","","505e046864e588b0f64794c1d2bb5e8a","0.207","Sun, 19 Jul 2020 06:03:54 GMT","","","https://www.drupal.com/case-study/economist-espresso-app-drupal"
"http://www.drupal.com/advertise","","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","3","","0","0","0.000","0","0","","","","","","","","0.037","","https://www.drupal.com/advertise","HTTP Redirect","http://www.drupal.com/advertise"
"https://www.drupal.com/sites/default/files/js/js_ATQhugqCVL-b-WTDMF4djdV7sr4CeNtUvvpV3gAWncI.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","83256","0","0.000","3","","0","0","0.000","0","0","","","","","","","","0.107","Sun, 19 Jul 2020 01:30:13 GMT","","","https://www.drupal.com/sites/default/files/js/js_ATQhugqCVL-b-WTDMF4djdV7sr4CeNtUvvpV3gAWncI.js"
"https://www.drupal.com/sites/default/files/js/js_I9a0jW1VDjAa0k0oFfTGAOy4PlSYYxP4rLs-eKuAf_U.js","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","84603","0","0.000","3","","0","0","0.000","0","0","","","","","","","","0.080","Sun, 19 Jul 2020 02:22:58 GMT","","","https://www.drupal.com/sites/default/files/js/js_I9a0jW1VDjAa0k0oFfTGAOy4PlSYYxP4rLs-eKuAf_U.js"
"https://www.drupal.com/sites/default/files/css/css_wHNcm0VknCYz1y3K2lzxkEeuECAZIcFXQ4czjSMhOYc.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","20763","0","0.000","3","","0","0","0.000","0","0","","","","","","","","0.097","Sun, 19 Jul 2020 01:29:14 GMT","","","https://www.drupal.com/sites/default/files/css/css_wHNcm0VknCYz1y3K2lzxkEeuECAZIcFXQ4czjSMhOYc.css"
"https://www.drupal.com/contact/trademark","text/html; charset=UTF-8","200","OK","Indexable","","Drupal Trademark Inquiries | Drupal.com","39","359","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","969","","0","Drupal Trademark Inquiries","26","","0","Mega Menu","9","","0","","","","","","","","","34827","346","7.295","3","14","5","3","5.080","22","18","","","","","","","138615c25b980da7ec7850d16e7a9ef0","0.103","Sun, 19 Jul 2020 15:06:11 GMT","","","https://www.drupal.com/contact/trademark"
