"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H2-1","H2-1 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://accessibility.deque.com/hubfs/Sample-VPAT.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","all","","","","","","","254592","0","0.000","2","2","3","1","0.040","0","0","","","","","","","","0.099","Thu, 16 Jul 2020 13:23:54 GMT","","","https://accessibility.deque.com/hubfs/Sample-VPAT.pdf"
"https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","436694","0","0.000","3","1","8","4","0.160","0","0","","","","","","","","0.114","Thu, 27 Jun 2019 19:33:27 GMT","","","https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf"
"https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf","application/pdf","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","1922572","0","0.000","3","1","2","2","0.080","0","0","","","","","","","","0.042","Wed, 06 Mar 2019 16:32:35 GMT","","","https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf"
